Date of sale (dd-m-yyyy),Address,Location,Area (m^2),No. of rooms,Area of the plot (m^2),Closing price (kr)
29-Mar-2016,Plogvägen 203,"Kungälv,Kungälvskommun",122+9,5,295,4480000
24-Mar-2016,Gamla Torget 10,"Centrum,Kungälvskommun",113,4,134,3970000
24-Mar-2016,Solskiftegatan 9,"Kungälv,Kungälvskommun",140+58,6,958,3850000
23-Mar-2016,Högsberg 325,"Kode,Kungälvskommun",100,4,1662,3250000
22-Mar-2016,Matskärsvägen 37,"Tjuvkil,Kungälvskommun",83+48,5,1430,3530000
21-Mar-2016,Flateby 490,"Harestad,Kungälvskommun",165+67,7,1030,1995000
18-Mar-2016,Knaverstad-Ryr 590,"Aröd,Kungälvskommun",90,3,1007,2500000
17-Mar-2016,Plogvägen 193,"Ullstorp,Kungälvskommun",106,4,407,3925000
16-Mar-2016,Näckrosvägen 7,"Kärna,Kungälvskommun",148+75,6,1553,4220000
11-Mar-2016,Sköldgatan 3,"Ytterby-Stället,Kungälvskommun",136,4,443,4150000
9-Mar-2016,Duvesjön 368,"Romelanda,Kungälvskommun",117+35,5,1132,3225000
8-Mar-2016,Stora Ryr 340,"Kärna,Kungälvskommun",144+12,5,952,2900000
4-Mar-2016,Björkliden 18,"Aröd,Kungälvskommun",60+60,3,1050,2470000
2-Mar-2016,Kärnavägen 27,"Kärna,Kungälvskommun",150+30,6,862,3730000
29-Feb-2016,Dotorp 470,"Kärna,Kungälvskommun",70,NaN,19948,1580000
24-Feb-2016,Marias Väg 18,"Aröd,Kungälvskommun",73,3,1498,2000000
24-Feb-2016,Stenhålt 125,"Romelanda,Kungälvskommun",157+38,6,5000,3275000
24-Feb-2016,Hasselvägen 7,"Romelanda,Kungälvskommun",134+48,7,977,3410000
23-Feb-2016,Skårsäng 2,"Kärna,Kungälvskommun",114,5,NaN,3195000
20-Feb-2016,Tegskiftegatan 46,"Tega,Kungälvskommun",114+117,8,865,4100000
19-Feb-2016,Skårby Mosse 895,"Kareby,Kungälvskommun",156,5,1583,3500000
17-Feb-2016,Duvesjön 317,"Romelanda,Kungälvskommun",103,5,1084,3150000
15-Feb-2016,Staby 340,"Kärna,Kungälvskommun",159+125,6,1207,4500000
11-Feb-2016,Tulpanvägen 4,"Kärna,Kungälvskommun",118+70,6,783,3500000
10-Feb-2016,Östergårdsgatan 31,"Ytterby,Kungälvskommun",154+54,6,809,3880000
9-Feb-2016,Oskarsbergsgatan 20,"Ytterby,Kungälvskommun",120+68,6,929,4020000
29-Jan-2016,Byvägen 20,"Kode,Kungälvskommun",64+25,4,1642,2600000
26-Jan-2016,Reidarsgatan 5,"Komarken,Kungälvskommun",119+57,6,686,2650000
24-Jan-2016,Slånbärsvägen 9,"Kungälv-Centralt,Kungälvskommun",140,4,855,5350000
22-Jan-2016,Ulvesund 438,"Kungälv-Ytterby,Kungälvskommun",90,5,760,3150000
19-Jan-2016,Bredsten 416,"Ytterby,Kungälvskommun",158+14,6,26920,6800000
18-Jan-2016,Skårby Station 520,"Kareby,Kungälvskommun",117+55,5,1060,2995000
18-Jan-2016,Vena 170,"Vena-Ytterby,Kungälvskommun",183+1,6,2650,3700000
16-Jan-2016,Granndalen 2,"Lycke,Kungälvskommun",114,4,1619,2175000
13-Jan-2016,Hanekullen 205,"Kareby,Kungälvskommun",90+90,2,1885,3900000
13-Jan-2016,Smaragdvägen 30,"Kode,Kungälvskommun",131+14,5,362,3430000
12-Jan-2016,Hallbjörtorp 500,"Kärna,Kungälvskommun",162,6,2752,4070000
10-Jan-2016,Mantalsgatan 26,"Tega-Ytterby,Kungälvskommun",153+54,7,1922,4570000
5-Jan-2016,Skepparegatan 5,"Marstrand-Koön,Kungälvskommun",184+25,9,474,8000000
22-Dec-2015,Spadvägen 1,"Ullstorp,Kungälvskommun",75+40,3,1236,2970000
8-Dec-2015,Timmervik 140,"Bohuslän,Kungälvskommun",180+45,7,1119,3695000
6-Dec-2015,Häljeröd 490,"Bohuslän,Kungälvskommun",205+100,9,4355,4975000
2-Dec-2015,Näckrosvägen 7,"Kungälv,Kungälvskommun",NaN,NaN,1300,1200000
26-Nov-2015,Duvesjön 374,"Duvesjön,Kungälvskommun",110,4,1000,3150000
26-Nov-2015,Blåsippegatan 3,"Ytterby,Kungälvskommun",182,6,579,4600000
23-Nov-2015,Heavägen 13,"Lycke,Kungälvskommun",121,4,970,3300000
17-Nov-2015,Mossvägen 13,"KungälvLökeberg,Kungälvskommun",96+10,4,1376,2600000
11-Nov-2020,Slottsgatan 11,"Marstrand-Koön,Kungälvskommun",142,5,448,14000000
10-Nov-2020,Duvesjön 359,"Diseröd,Kungälvskommun",117+40,4,1091,4170000
9-Nov-2020,Dalvägen 17,"Ödsmålsmosse,Kungälvskommun",45+40,4,1036,2800000
4-Nov-2020,Bergkristallvägen 25,"Kode,Kungälvskommun",127,5,531,4700000
4-Nov-2020,Guddeby 172,"Ytterby,Kungälvskommun",143,6,1090,5275000
29-Oct-2020,Kornhall 210,"Kornhall,Kungälvskommun",110+22,5,570,4060000
26-Oct-2020,Olserödsgatan 32,"Olseröd,Kungälvskommun",118,6,274,3905000
26-Oct-2020,Nolhagsvägen 22,"Aröd,Kungälvskommun",102+71,5,3489,5000000
23-Oct-2020,Solberga 510,"Solberga,Kungälvskommun",98+58,4,1517,4195000
23-Oct-2020,Grindbacken 17,"Grinden,Kungälvskommun",191+20,6,958,8600000
22-Oct-2020,Skårby station 453,"Kareby,Kungälvskommun",129,5,950,3995000
19-Oct-2020,Nämndemansvägen 25,"Ytterby,Kungälvskommun",136+25,4,560,4850000
16-Oct-2020,Harkeröd 380,"Hålta,Kungälvskommun",121,4,1375,2995000
15-Oct-2020,Briljantvägen 23,"Kode,Kungälvskommun",149,6,445,4150000
13-Oct-2020,Överås 110,"Ytterby,Kungälvskommun",168+57,6,26600,6545000
13-Oct-2020,Glose 660,"Kärna,Kungälvskommun",81,3,1703,2900000
10-Oct-2020,Klockarvägen 4,"Diseröd,Kungälvskommun",154,6,561,3800000
9-Oct-2020,Hagtornsvägen 7,"Diseröd,Kungälvskommun",112+112,6,825,4500000
8-Oct-2020,Stenåldersgatan 52,"Stället,Kungälvskommun",117,4,345,4800000
7-Oct-2020,Diamantvägen 36,"Kungälv-Kode,Kungälvskommun",123,5,510,3775000
7-Oct-2020,Hammar 350,"Kornhall,Kungälvskommun",148,6,1143,4500000
1-Oct-2020,Munkegärdegatan 21,"Munkegärde,Kungälvskommun",118,4,179,4300000
30-Sep-2020,Häljeröd 130,"Bohuslän,Kungälvskommun",128,4,1267,3930000
29-Sep-2020,Solbräcke 212,"Solbräcke,Kungälvskommun",144,6,976,4995000
28-Sep-2020,Korpvägen 265,"Ullstorp,Kungälvskommun",133+18,6,401,5950000
28-Sep-2020,Vallhjonsgatan 8,"Marstrand-Koön,Kungälvskommun",162,6,748,8500000
26-Sep-2020,Hallbjörtorp 370,"Kärna,Kungälvskommun",30+30,2,1535,2900000
26-Sep-2020,Rådmansgatan 4,"Kungälv-Centrum,Kungälvskommun",221+10,6,678,6400000
25-Sep-2020,Knaverstad-Ryr 590,"Aröd,Kungälvskommun",80,3,1007,3100000
24-Sep-2020,Häljeröd 390,"Diseröd,Kungälvskommun",115+37,5,3700,4500000
24-Sep-2020,Grenvägen 9,"Tjuvkil,Kungälvskommun",56+2,3,1215,2530000
24-Sep-2020,Solskiftegatan 29,"Ytterby,Kungälvskommun",192+56,7,932,5700000
23-Sep-2020,Hermelingatan 11,"Kungälv-Olseröd,Kungälvskommun",126+25,5,548,5600000
22-Sep-2020,Ställets bygata 160,"Ytterby-Stället,Kungälvskommun",165,7,823,5900000
21-Sep-2020,Västerhöjdsvägen 30,"Kärna,Kungälvskommun",104,5,250,3760000
21-Sep-2020,Havregången 11,"Centrum,Kungälvskommun",150+42,4,588,4400000
20-Sep-2020,Nereby 340,"Harestad,Kungälvskommun",129,5,1344,2700000
18-Sep-2020,Länsmansvägen 5,"Ytterby,Kungälvskommun",108+136,5,573,4600000
17-Sep-2020,Duvesjön 302,"Duvesjön,Kungälvskommun",120+74,4,1506,5615000
16-Sep-2020,Skårby station 455,"Bohuslän,Kungälvskommun",NaN,NaN,800,3995000
16-Sep-2020,Klövergången 6,"Centralt,Kungälvskommun",120,5,402,3440000
15-Sep-2020,Västerhöjdsvägen 40,"Kärna,Kungälvskommun",107+8,4,274,4100000
13-Sep-2020,Dösebacka 450,"Diseröd,Kungälvskommun",104+40,5,4320,3520000
11-Sep-2020,Duvesjön 362,"Diseröd,Kungälvskommun",120,4,1024,4220000
11-Sep-2020,Fjärdingsgatan 9,"Ytterby,Kungälvskommun",120+68,5,1680,4650000
10-Sep-2020,Havregången 9,"Kungälv,Kungälvskommun",181,7,402,4415000
10-Sep-2020,Stinneröd 160,"Romelanda,Kungälvskommun",96,5,1815,3525000
9-Sep-2020,Löstorp 180,"Kareby,Kungälvskommun",48+20,NaN,84425,5500000
9-Sep-2020,Trankärr 210,"Centralt,Kungälvskommun",209+47,8,2855,6700000
9-Sep-2020,Trankärr 230,"Centralt,Kungälvskommun",152+34,6,2056,4795000
30-Jun-2020,Lerskärsvägen 18,"Kungälv-Tjuvkil,Kungälvskommun",65+65,5,1216,3400000
30-Jun-2020,Bremnäs 510,"Lycke,Kungälvskommun",85+45,4,2915,2350000
29-Jun-2020,Nedre Rådalsvägen 18,"Aröd/timmervik,Kungälvskommun",90,5,3074,3100000
29-Jun-2020,Hövdingagatan 3,"Komarken,Kungälvskommun",162+49,5,626,5300000
28-Jun-2020,Enekullsvägen 24,"Ytterby,Kungälvskommun",200+24,7,980,5500000
26-Jun-2020,Bärnstensvägen 9,"Kode,Kungälvskommun",100+95,5,1547,4000000
25-Jun-2020,Skårsäng 115,"Kärna,Kungälvskommun",114+13,5,616,4400000
25-Jun-2020,Över-Restad 164,"Hålta,Kungälvskommun",NaN,6,1077,4670000
24-Jun-2020,Staby 260,"Staby,Kungälvskommun",115+90,6,1125,2650000
23-Jun-2020,Lundby 380,"Kareby,Kungälvskommun",140,5,1818,4200000
23-Jun-2020,Plogvägen 170,"Ullstorp,Kungälvskommun",122,5,266,5125000
18-Jun-2020,Settungsvägen 28,"Kungälv,Kungälvskommun",141+24,6,429,6150000
18-Jun-2020,Toftåsen 6,"Bohuslän,Kungälvskommun",74,3,1066,3050000
18-Jun-2020,Rörtången 111C,"Rörtången,Kungälvskommun",155+100,4,951,9600000
17-Jun-2020,Mellan-Restad 340,"Bohuslän,Kungälvskommun",130,4,1355,3900000
17-Jun-2020,Skäggstorp 160,"Kode,Kungälvskommun",28,2,1257,1350000
16-Jun-2020,Ulvesund 110,"Ytterby,Kungälvskommun",153+50,5,2830,4200000
15-Jun-2020,Fridhemsgatan 3,"Centrum,Kungälvskommun",108+74,5,851,5200000
15-Jun-2020,Ödsmål 360,"Rörtången,Kungälvskommun",105+66,5,794,3840000
10-Jun-2020,Västra Röd 390,"Kärna,Kungälvskommun",123+25,5,843,3295000
10-Jun-2020,Gårdskiftegatan 39,"ÖvreTega,Kungälvskommun",171+21,6,830,5450000
10-Jun-2020,Rådalsvägen 16,"Aröd,Kungälvskommun",61,2,2090,2100000
9-Jun-2020,Staby 490,"Kärna,Kungälvskommun",100+70,4,2230,5000000
9-Jun-2020,Matskärsvägen 36,"Tjuvkil,Kungälvskommun",56,3,1077,2595000
9-Jun-2020,Instö backe 110,"Instön,Kungälvskommun",49,2,3027,2400000
9-Jun-2020,Smidesvägen 6,"Kode,Kungälvskommun",95+60,6,846,3860000
8-Jun-2020,Prejelvägen 126,"Ullstorp,Kungälvskommun",122,5,301,5050000
7-Jun-2020,Bräcke 320,"Kärna,Kungälvskommun",148+56,6,7880,5850000
5-Jun-2020,Sundviksvägen 46,"Kungälv-Tjuvkil,Kungälvskommun",117,5,325,5650000
5-Jun-2020,Staby 350,"Kungälv-Kärna,Kungälvskommun",145+75,5,911,3300000
4-Jun-2020,Berghällsvägen 10,"Kode,Kungälvskommun",52+16,3,1224,2495000
4-Jun-2020,Tunge 310,"Bohuslän,Kungälvskommun",68,3,1417,2055000
4-Jun-2020,Bräcke 108,"Kärna,Kungälvskommun",190,5,6662,5700000
4-Jun-2020,Lingonvägen 23,"Centralt,Kungälvskommun",175+24,6,731,6150000
4-Jun-2020,Skrindvägen 20,"Ullstorp,Kungälvskommun",141,5,488,5450000
3-Jun-2020,Hammar 570,"Bohuslän,Kungälvskommun",129,4,3315,3800000
3-Jun-2020,Duvesjön 333,"Duvesjön,Kungälvskommun",125+31,4,1073,3650000
2-Jun-2020,Dannemarksgatan 16,"ÖvreTega,Kungälvskommun",148+180,6,1123,5150000
28-May-2020,Byvägen 29,"Rörtången/ödsmålsmosse,Kungälvskommun",105,3,766,3200000
28-May-2020,Korseberget 180,"Harestad,Kungälvskommun",151,5,1216,4500000
26-May-2020,Lundby 300,"KAREBY,Kungälvskommun",43,2,1828,2250000
26-May-2020,Åseby 150,"Solberga-Kode,Kungälvskommun",126,3,3712,4500000
25-May-2020,Staby 650,"Kärna,Kungälvskommun",94+88,5,1011,3270000
23-May-2020,Östra Röd 310,"Harestad,Kungälvskommun",154,6,999,4995000
22-May-2020,Harkvägen 327,"Ullstorp,Kungälvskommun",131,5,NaN,4010000
21-May-2020,Östra gatan 6,"Kungälv,Kungälvskommun",135+68,7,1176,6750000
20-May-2020,Dalvägen 6,"Kode,Kungälvskommun",52+30,2,1378,2600000
20-May-2020,Årsnäs 300,"Kode,Kungälvskommun",137+5,5,1516,5900000
20-May-2020,Älggatan 17,"Klöverbacken-Olseröd,Kungälvskommun",85+17,3,NaN,3200000
20-May-2020,Skårsäng 105,"Kärna,Kungälvskommun",114,5,456,4300000
24-Aug-2017,Åseby Österväg 9,"Åsebyberg,Kungälvskommun",200,6,1288,4650000
24-Aug-2017,Sköldgatan 9,"YTTERBY,Kungälvskommun",136+28,4,490,5250000
23-Aug-2017,Klåverön 580,"Marstrand,Kungälvskommun",90+30,5,21929,21000000
23-Aug-2017,Honeröd 280,"Bohuslän,Kungälvskommun",120,4,10004,3750000
23-Aug-2017,Stora Risby 530,"Hålta,Kungälvskommun",62+53,4,925,2900000
23-Aug-2017,Akvamarinvägen 7,"Kode,Kungälvskommun",112,5,779,3130000
22-Aug-2017,Heavägen 21,"Lycke,Kungälvskommun",140+40,5,2355,3775000
21-Aug-2017,Skårby mosse 860,"Kareby,Kungälvskommun",164,6,2621,3525000
18-Aug-2017,Husfrejagatan 7,"Iskällan,Kungälvskommun",124+151,8,984,7150000
16-Aug-2017,Ljungvägen 20,"ÖdsmålsmossevidRörtången,Kungälvskommun",34,2,650,925000
15-Aug-2017,Staby (770),"Kärna,Kungälvskommun",117,5,1000,3990000
9-Aug-2017,Bergsgatan 7,"Marstrand,Kungälvskommun",265+67,7,729,10500000
8-Aug-2017,Smugglaregatan 14,"Marstrandsön,Kungälvskommun",133+91,6,744,16000000
4-Aug-2017,Hallbjörtorp 370,"Kungälv-Kärna,Kungälvskommun",30+30,2,1535,2425000
2-Aug-2017,Tullaregatan 5,"Marstrandsön,Kungälvskommun",190,6,371,13200000
29-Jul-2017,Stadsängsvägen 4,"Marstrand-Instön,Kungälvskommun",72,3,1489,4150000
25-Jul-2017,Länsmansvägen 8,"Ytterby,Kungälvskommun",124+124,4,1369,6250000
18-Jul-2017,Fontinvägen 20,"Kungälv-Centrum,Kungälvskommun",220+50,5,1034,6100000
17-Jul-2017,Enekullsvägen 54B,"Ytterby-Enekullen,Kungälvskommun",176,6,930,4600000
17-Jul-2017,Olsåker 110,"Kareby,Kungälvskommun",139+60,8,16226,5200000
12-Jul-2017,Prejelvägen 102,"Ullstorp,Kungälvskommun",122+6,5,304,4800000
11-Jul-2017,Ulvesund 427,"KUNGÄLV-Ulvesund,Kungälvskommun",100+10,5,939,3850000
11-Jul-2017,Sävstigen 2,"Centralt,Kungälvskommun",121+1,5,534,3800000
8-Jul-2017,Solberg 455,"Romelanda,Kungälvskommun",NaN,NaN,NaN,2000000
8-Jul-2017,Solberg 460,"Romelanda,Kungälvskommun",NaN,5,NaN,3000000
7-Jul-2017,Nedre Knaverstad 280,"Aröd,Kungälvskommun",99+15,4,2105,3300000
5-Jul-2017,Oxelvägen 84,"Diseröd,Kungälvskommun",139,5,433,4200000
28-Jun-2017,Hammarberg 840,"Kode,Kungälvskommun",67,3,1893,1950000
22-Jun-2017,Röd 140,"Kareby,Kungälvskommun",150,4,2052,3730000
21-Jun-2017,Djupuddsvägen 6,"Marstrand-Instön,Kungälvskommun",120+88,5,2346,4800000
16-Jun-2017,Jakobsvägen 25,"Aröd,Kungälvskommun",75+25,4,1454,4150000
15-Jun-2017,Ripstigen 5,"Centrum,Kungälvskommun",128,4,362,3850000
15-Jun-2017,Klåverön 290,"Marstrand,Kungälvskommun",70,3,986,5700000
14-Jun-2017,Häradsvägen 18,"Ytterby,Kungälvskommun",128+10,5,342,4500000
14-Jun-2017,Ulvedalsgatan 10,"Ulvegärde,Kungälvskommun",157,5,1031,4630000
14-Jun-2017,Hällristningsgatan 15,"YTTERBY,Kungälvskommun",107+5,5,430,5185000
9-Jun-2017,Grindbacken 20,"Grinden,Kungälvskommun",148+44,7,903,6075000
8-Jun-2017,Åsebyberg 925,"Kungälvskommun,Kungälvskommun",177+57,6,2837,4750000
8-Jun-2017,Mossvägen 41,"Lökeberg,Kungälvskommun",46,2,1413,2160000
4-Jun-2017,Ulvesund 405,"Ytterby-Ulvesund,Kungälvskommun",72,3,681,2750000
3-Jun-2017,Lökebergsvägen 61,"Marstrand,Kungälvskommun",140+50,6,22000,12000000
2-Jun-2017,Staby 760,"Kärna,Kungälvskommun",210+90,10,6203,5500000
2-Jun-2017,Saltskärsvägen 6,"Tjuvkil,Kungälvskommun",46,3,1474,2150000
2-Jun-2017,Hallebäcksvägen 31,"Aröd/Timmervik,Kungälvskommun",75+18,3,1470,2250000
2-Jun-2017,Klövergången 10,"KUNGÄLV,Kungälvskommun",120+10,4,407,3700000
1-Jun-2017,Grindenvägen 27,"Grinden,Kungälvskommun",165+65,7,925,5205000
1-Jun-2017,Duvesjön 465,"Romelanda-Duvesjön,Kungälvskommun",36+4,2,1586,1150000
31-May-2017,Enskiftegatan 10,"Ytterby,Kungälvskommun",179,6,768,4850000
29-May-2017,Duvesjön 212,"Duvesjön,Kungälvskommun",49,2,1442,1750000
28-May-2017,Rishammar 250,"Kareby,Kungälvskommun",104+90,6,1215,3750000
3-Jul-2015,Korsgatan 4 a och b,"MarstrandKoön,Kungälvskommun",NaN,NaN,393,11000000
1-Jul-2015,Flateby 180,"Harestad,Kungälvskommun",119+98,6,5476,3400000
30-Jun-2015,Bräcke 330,"Kärna,Kungälvskommun",85,4,1188,1700000
29-Jun-2015,Oskarsbergsgatan 10,"Ytterby-Tega,Kungälv,Kungälvskommun",157,5,784,3200000
27-Jun-2015,Safirvägen 1,"Kode,Kungälvskommun",131,5,753,2700000
26-Jun-2015,Strömgatan 6,"Ytterby,Kungälvskommun",98+71,5,1169,3100000
24-Jun-2015,Bollestad 140,"Kareby,Kungälvskommun",110+5,6,19720,3200000
23-Jun-2015,Domsvägen 8,"YtterbyTunge,Kungälvskommun",160,5,1184,3200000
17-Jun-2015,Stora Risby 380,"Kungälv-Hålta,Kungälvskommun",75+55,5,963,2200000
16-Jun-2015,Solvagnsgatan 16,"Ytterby-Stället,Kungälvskommun",165+12,6,771,5275000
16-Jun-2015,Kyrkeby 340,"Kärna-Harestad,Kungälvskommun",188,7,5010,3700000
14-Jun-2015,Lievägen 242,"Kungälv-Ullstorp,Kungälvskommun",122+5,5,236,3970000
14-Jun-2015,Kungälvsvägen 22,"KungälvGamlaGrinden,Kungälvskommun",112,"4,5",1548,3250000
13-Jun-2015,Årsnäs 460,"Solberga-Kode,Kungälvskommun",40,3,2393,2300000
12-Jun-2015,Dammkärrsvägen 1,"Lycke,Kungälvskommun",84,3,1078,2700000
10-Jun-2015,Hammarhöjden 690,"Kode,Kungälvskommun",76,3,1141,1600000
5-Jun-2015,Slottsgatan 6,"Marstrand-Koön,Kungälvskommun",126+14,6,340,8000000
4-Jun-2015,Högsberg 360,"Kode,Kungälvskommun",72+65,3,2242,2500000
4-Jun-2015,Lefstad 190,"Bohuslän,Kungälvskommun",65+68,3,1906,1975000
3-Jun-2015,Bredsten 118,"Ytterby,Kungälvskommun",147,6,1570,4725000
3-Jun-2015,Hanekullen 210,"Kungälv-Kareby,Kungälvskommun",148+30,5,1892,4150000
31-May-2015,Länsmansvägen 2,"Ytterby,Kungälvskommun",195+195,7,1753,4200000
29-May-2015,Marieberg 220,"Romelanda,Kungälvskommun",183+12,5,1541,3500000
29-May-2015,Sörgårdsvägen 510,"KungälvKärnaSundhammar,Kungälvskommun",200+45,9,1930,3660000
29-May-2015,Sörgårdsvägen 530,"KungälvKärnaSundhammar,Kungälvskommun",139,5,1337,3350000
29-May-2015,Husfrejagatan 4,"KungälvIskällan,Kungälvskommun",127+174,7,938,3675000
28-May-2015,Bredsten 330,"Bredsten,Kungälvskommun",180,6,3224,2650000
27-May-2015,Korpvägen 277,"Kungälv-Ullstorp,Kungälvskommun",134,5,518,4730000
23-May-2015,Kvarnvägen 22,"Kungälv-Ingetorp,Kungälvskommun",68+68,5,1318,2800000
22-May-2015,Korpvägen 265,"Kungälv,Kungälvskommun",133+26,5,401,4750000
20-May-2015,Bagaregatan 15,"Kungälvcentralt,Kungälvskommun",191,6,735,4525000
19-May-2015,Västerhöjdsvägen 14,"Kärna,Kungälvskommun","121+20,2",5,369,950000
19-May-2015,Madängsgatan 13,"CentraltKungälv,Kungälvskommun",154+15,7,740,3995000
18-May-2015,Gråstensvägen 37,"Kode,Kungälvskommun","107,5+40,5",4,1374,3420000
18-May-2015,Klövergången 15,"KungälvCentralt,Kungälvskommun",125,4,401,3350000
13-May-2015,Hammarberg 885,"Kode,Kungälvskommun",67,3,1195,1850000
8-May-2015,Kållen 130,"Romelanda,Kungälvskommun",111+53,5,3756,2775000
6-May-2015,Vämneröd 120,"Kode,Kungälvskommun",54,3,2283,1595000
1-May-2015,Duvesjön 344,"Bohuslän,Kungälvskommun",120+50,4,1136,3325000
30-Apr-2015,Otterlyckevägen 13,"Marstrand-Instön,Kungälvskommun",115,4,975,3300000
30-Apr-2015,Kyrkogatan 15,"Marstrandsön,Kungälvskommun",115+25,6,367,10000000
29-Apr-2015,Björröd 310,"Kode,Kungälvskommun",172,6,1514,3510000
29-Apr-2015,Hallsbergsvägen 14,"Kode,Kungälvskommun",100,4,576,2880000
27-Apr-2015,Södra Ekelöv 155,"Hålta,Kungälvskommun",140+66,6,2761,3395000
23-Apr-2015,Kungälvsvägen 73,"Grinden,Kungälvskommun",93+51,5,1469,3525000
18-Apr-2015,Vämneröd 140,"Kode,Kungälvskommun",133,4,2639,4100000
16-Apr-2015,Stenåldersgatan 36,"Ytterby-Stället,Kungälvskommun",122,4,349,3950000
16-Apr-2015,Västra Röd 340,"Kärna-Harestad,Kungälvskommun",117+66,6,1472,2150000
16-Apr-2015,Byvägen 59,"Ödsmålsmosse,Kungälvskommun",104+20,4,1791,2900000
16-Apr-2015,Enskiftegatan 17,"YtterbyTega,Kungälvskommun",145,5,990,3700000
29-Sep-2022,Norrmannebo 110,"Romelanda,Kungälvskommun",99,3,1720,2100000
29-Sep-2022,Heden 220,"Bohuslän,Kungälvskommun",123+77,5,3342,4750000
28-Sep-2022,Gustavsbergsvägen 16,"Ytterby,Kungälvskommun",105+91,4,1244,5100000
27-Sep-2022,Bergsvägen 28,"Ödsmålsmosse,Kungälvskommun",58+7,3,1631,3075000
24-Sep-2022,Korpvägen 263,"Ullstorp,Kungälvskommun",158+18,6,387,6500000
22-Sep-2022,Hemvägen 48,"Diseröd,Kungälvskommun",130+65,5,696,3650000
19-Sep-2022,Häljeröd 640,"Kode,Kungälvskommun",211,8,47500,7750000
17-Sep-2022,Stenåldersgatan 55,"Ytterby,Kungälvskommun",120+15,5,395,5200000
12-Sep-2022,Annas väg 28,"Kovikshamn/Sundhammar,Kungälvskommun",101,3,1118,4150000
11-Sep-2022,Krokebäcksvägen 95,"Kareby,Kungälvskommun",123,5,259,5100000
10-Sep-2022,Björröd 260,"Bohuslän,Kungälvskommun",145,4,4156,3300000
9-Sep-2022,Vävra 105,"Hålta,Kungälvskommun",111,2,1943,2550000
8-Sep-2022,Högsberg 355,"Kode,Kungälvskommun",94,4,1797,4050000
8-Sep-2022,Rådjursgatan 8,"Bohuslän,Kungälvskommun",85,3,NaN,3195000
6-Sep-2022,Barlinds väg 38,"Instön,Kungälvskommun",98+2,4,1290,8500000
4-Sep-2022,Skålgropsgatan 28,"Ytterby,Kungälvskommun",122,4,349,5050000
1-Sep-2022,Tjärnstigen 10,"Lökeberg,Kungälvskommun",103,5,1113,3800000
1-Sep-2022,Grepvägen 385,"Ullstorp,Kungälvskommun",121+29,5,388,5710000
1-Sep-2022,Lerskärsvägen 13B,"Tjuvkil,Kungälvskommun",128,4,1259,5200000
31-Aug-2022,Kyrkeby 302,"Harestad,Kungälvskommun",126,6,1097,4900000
31-Aug-2022,Tvetgatan 143,"Tveten,Kungälvskommun",93+32,5,186,4200000
29-Aug-2022,Grandalen 230,"Romelanda,Kungälvskommun",138,6,1718,4200000
29-Aug-2022,Hammarhöjden 700,"Kode,Kungälvskommun",75,4,1123,1650000
27-Aug-2022,Holm 241,"Kärna,Kungälvskommun",NaN,5,1207,5100000
27-Aug-2022,Torsby 270,"Kärna,Kungälvskommun",161+174,8,1915,5735000
26-Aug-2022,Lerskärsvägen 52,"Tjuvkil,Kungälvskommun",106+49,4,1385,5520000
24-Aug-2022,Korsgatan 3,"Marstrand,Kungälvskommun",116+30,4,494,9200000
21-Aug-2022,Blekeliden 6,"VästraGatan,Kungälvskommun",161+47,5,629,7300000
19-Aug-2022,Rörtången 273,"Rörtången/ödsmålsmosse,Kungälvskommun",65,2,NaN,4100000
12-Aug-2022,Råckeröd 180,"Kärna,Kungälvskommun",90,4,3183,2050000
11-Aug-2022,Krokebäcksvägen 85,"Kareby,Kungälvskommun",123,5,226,5100000
4-Aug-2022,Guddeby 210,"Ytterby,Kungälvskommun",120+120,7,3512,4600000
4-Aug-2022,Hallbjörtorp 330,"Kärna,Kungälvskommun",99,4,2733,2600000
20-Jul-2022,Glöskär 875,"Kärna,Kungälvskommun",110+5,5,1615,6775000
18-Jul-2022,Stora Risby 400,"Hålta,Kungälvskommun",74+68,6,1078,4500000
15-Jul-2022,Hemmansgatan 7,"Ytterby,Kungälvskommun",155+42,6,875,5100000
15-Jul-2022,Hemvägen 7,"Romelanda,Kungälvskommun",105+33,5,437,3750000
13-Jul-2022,Ulvesund 296,"Ytterby,Kungälvskommun",169,5,2567,8800000
10-Jul-2022,Torsby 250,"Kärna,Kungälvskommun",170+60,7,1810,6525000
9-Jul-2022,Åkerhög 340,"Kärna,Kungälvskommun",45,3,1527,2500000
5-Jul-2022,Rondan 13,"Kungälv-Ödsmålsmosse,Kungälvskommun",102+55,5,1380,4650000
3-Jul-2022,Blåsippegatan 12,"Kungälv-Ytterby,Kungälvskommun",115,5,569,3850000
28-Jun-2022,Bergsvägen 4,"Ödsmålsmosse,Kungälvskommun",88+15,2,783,3995000
28-Jun-2022,Veneröd 439,"Hålta,Kungälvskommun",118,3,8133,3680000
27-Jun-2022,Lefstadvägen 31,"Kärna,Kungälvskommun",130,5,881,5050000
27-Jun-2022,Silvergnejsvägen 18,"Kungälv-Gullbringa,Kungälvskommun",179,5,2120,5800000
27-Jun-2022,Östra gatan 9,"GamlaKungälv,Kungälvskommun",325+81,10,852,10500000
25-Jun-2022,Apelvägen 10,"Diseröd,Kungälvskommun",104,4,486,3275000
